"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Packaging","Series","Type","Number of Positions or Pins (Grid)","Pitch - Mating","Contact Finish - Mating","Contact Finish Thickness - Mating","Contact Material - Mating","Mounting Type","Features","Termination","Pitch - Post","Contact Finish - Post","Contact Finish Thickness - Post","Contact Material - Post","Housing Material","Operating Temperature"
"http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2199299&DocType=Customer+Drawing&DocLang=English","http://media.digikey.com/Photos/TE%20Connectivity/1-2199299-2.JPG","A120354-ND","1-2199299-2","TE Connectivity AMP Connectors","28P,DIP SKT,600 CL,LDR,PB FREE",5216,0,"0.79140",50,1,"Bulk","Diplomate DL","DIP, 0.6"" (15.24mm) Row Spacing","28 (2 x 14)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Nickel","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://www.on-shore.com/sites/default/files/manuals/SAXXX0X0.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/SA143000.JPG","ED3014-ND","SA143000","On Shore Technology Inc.","CONN IC DIP SOCKET 14POS GOLD",4234,0,"0.80640",50,1,"Tube","SA","DIP, 0.3"" (7.62mm) Row Spacing","14 (2 x 7)","0.100"" (2.54mm)","Gold","Flash","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Gold","200µin (5.08µm)","Brass","Thermoplastic, Polyester, Glass Filled","-40°C ~ 105°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/photos/Mill-Max%20Mfg%20Photos/110-44-308-41-001000.jpg","ED90048-ND","110-44-308-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 8POS TIN",12570,0,"0.59660",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","8 (2 x 4)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.on-shore.com/sites/default/files/manuals/SAXXX0X0.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/SA163000.JPG","ED3016-ND","SA163000","On Shore Technology Inc.","CONN IC DIP SOCKET 16POS GOLD",3047,0,"0.88280",50,1,"Tube","SA","DIP, 0.3"" (7.62mm) Row Spacing","16 (2 x 8)","0.100"" (2.54mm)","Gold","Flash","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Gold","200µin (5.08µm)","Brass","Thermoplastic, Polyester, Glass Filled","-40°C ~ 105°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTt4X&Em8&aEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/4828-3004-CP.jpg","3M5480-ND","4828-3004-CP","3M","CONN IC DIP SOCKET 28POS TIN",13781,0,"0.86000",50,1,"Tube","4800","DIP, 0.3"" (7.62mm) Row Spacing","28 (2 x 14)","0.100"" (2.54mm)","Tin","35µin (0.90µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","35µin (0.90µm)","Phosphor Bronze","Polyester, Glass Filled","-25°C ~ 85°C"
"http://assmann.us/specs/AR-xx-x_x.pdf","http://media.digikey.com/photos/Assmann%20Photos/AR14-HZL-TT-R.jpg","AE10012-ND","AR-14-HZL-TT","Assmann WSW Components","CONN IC DIP SOCKET 14POS TIN",14651,0,"0.93420",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","14 (2 x 7)","0.100"" (2.54mm)","Tin","-","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Thermoplastic, Polyester","-40°C ~ 105°C"
"http://assmann.us/specs/ar16-hzl-tt-r.pdf","http://media.digikey.com/photos/Assmann%20Photos/AR16-HZL-TT-R.jpg","AE10013-ND","AR16-HZL-TT","Assmann WSW Components","CONN IC DIP SOCKET 16POS TIN",17299,0,"1.06820",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","16 (2 x 8)","0.100"" (2.54mm)","Tin","-","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Thermoplastic, Polyester","-40°C ~ 105°C"
"http://www.on-shore.com/sites/default/files/manuals/SAXXX0X0.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/SA203000.JPG","ED3020-ND","SA203000","On Shore Technology Inc.","CONN IC DIP SOCKET 20POS GOLD",2555,0,"1.10260",50,1,"Tube","SA","DIP, 0.3"" (7.62mm) Row Spacing","20 (2 x 10)","0.100"" (2.54mm)","Gold","Flash","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Gold","200µin (5.08µm)","Brass","Thermoplastic, Polyester, Glass Filled","-40°C ~ 105°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/photos/Mill-Max%20Mfg%20Photos/110-43-308-41-001000.jpg","ED90032-ND","110-43-308-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 8POS GOLD",17495,0,"0.95560",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","8 (2 x 4)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/110-001DIP314.JPG","ED90049-ND","110-44-314-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 14POS TIN",5087,0,"0.96700",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","14 (2 x 7)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.assmann.us/specs/A-CCS-0xx-Z-SM__A-CCS-0xx-Z-SM_P.pdf","http://media.digikey.com/Photos/Assmann%20Photos/A-CCS-032-Z-SM.jpg","AE11105-ND","A-CCS-032-Z-SM","Assmann WSW Components","IC PLCC SOCKET 32POS TIN SMD",4142,0,"1.09660",50,1,"Tube","-","PLCC","32 (4 x 8)","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Phosphor Bronze","Surface Mount","-","Solder","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Phosphor Bronze","Polyamide (PA9T), Nylon 9T, Glass Filled","-40°C ~ 105°C"
"http://assmann.us/specs/AR-xx-x_x.pdf","http://media.digikey.com/photos/Assmann%20Photos/AR18-HZL-TT-R.jpg","AE10014-ND","AR-18-HZL-TT","Assmann WSW Components","CONN IC DIP SOCKET 18POS TIN",4931,0,"1.17820",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","18 (2 x 9)","0.100"" (2.54mm)","Tin","-","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Thermoplastic, Polyester","-40°C ~ 105°C"
"http://www.assmann.us/specs/A-CCS-0xx-Z-T.pdf","http://media.digikey.com/photos/Assmann%20Photos/A-CCS44-Z-R.jpg","AE10057-ND","A-CCS-044-Z-T","Assmann WSW Components","CONN SOCKET PLCC 44POS TIN",50837,0,"1.20560",50,1,"Tube","-","PLCC","44 (4 x 11)","0.050"" (1.27mm)","Tin","150µin (3.81µm)","Phosphor Bronze","Through Hole","Closed Frame","Solder","0.050"" (1.27mm)","Tin","150µin (3.81µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-55°C ~ 105°C"
"http://www.molex.com/pdm_docs/sd/1050281001_sd.pdf","http://media.digikey.com/Photos/Molex/1050281001.JPG","WM6827CT-ND","1050281001","Molex, LLC","CONN CAM SOCKET 32POS GOLD",8241,0,"2.34320",50,1,"Cut Tape (CT)","105028","Camera Socket","32 (4 x 8)","0.035"" (0.90mm)","Gold","3µin (0.08µm)","Copper Alloy","Surface Mount","Open Frame","Solder","0.035"" (0.90mm)","Nickel","50µin (1.27µm)","Copper Alloy","Thermoplastic","-"
"http://www.molex.com/pdm_docs/sd/1050281001_sd.pdf","http://media.digikey.com/Photos/Molex/1050281001.JPG","WM6827DKR-ND","1050281001","Molex, LLC","CONN CAM SOCKET 32POS GOLD",8241,0,"Calculate",50,1,"Digi-Reel®","105028","Camera Socket","32 (4 x 8)","0.035"" (0.90mm)","Gold","3µin (0.08µm)","Copper Alloy","Surface Mount","Open Frame","Solder","0.035"" (0.90mm)","Nickel","50µin (1.27µm)","Copper Alloy","Thermoplastic","-"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/110-41-316-41-001000.jpg","ED90050-ND","110-44-316-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 16POS TIN",3691,0,"1.10500",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","16 (2 x 8)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/110-001DIP318.JPG","ED90051-ND","110-44-318-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 18POS TIN",4965,0,"1.24320",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","18 (2 x 9)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtMx&EoX&yEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/8444-21b1-rk-tr.JPG","3M4421B1CT-ND","8444-21B1-RK-TR","3M","CONN SOCKET PLCC 44POS TIN",7042,0,"2.52960",50,1,"Cut Tape (CT)","8400","PLCC","44 (4 x 11)","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Copper Alloy","Surface Mount","Closed Frame","Solder","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Copper Alloy","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtMx&EoX&yEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/8444-21b1-rk-tr.JPG","3M4421B1DKR-ND","8444-21B1-RK-TR","3M","CONN SOCKET PLCC 44POS TIN",7042,0,"Calculate",50,1,"Digi-Reel®","8400","PLCC","44 (4 x 11)","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Copper Alloy","Surface Mount","Closed Frame","Solder","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Copper Alloy","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtMx&EoX&XEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/8432-11B1-RK-TP.jpg","3M3211B1-ND","8432-11B1-RK-TP","3M","CONN SOCKET PLCC 32POS TIN",2469,0,"1.64260",50,1,"Tube","8400","PLCC","32 (2 x 7, 2 x 9)","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Copper Alloy","Through Hole","Closed Frame","Solder","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Copper Alloy","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/110-41-320-41-001000.jpg","ED90052-ND","110-44-320-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 20POS TIN",3680,0,"1.38120",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","20 (2 x 10)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.assmann.us/specs/A-CCS-0xx-Z-T.pdf","http://media.digikey.com/photos/Assmann%20Photos/A-CCS68-Z-R.jpg","AE10059-ND","A-CCS-068-Z-T","Assmann WSW Components","CONN SOCKET PLCC 68POS TIN",6911,0,"1.73120",50,1,"Tube","-","PLCC","68 (4 x 17)","0.050"" (1.27mm)","Tin","150µin (3.81µm)","Phosphor Bronze","Through Hole","Closed Frame","Solder","0.050"" (1.27mm)","Tin","150µin (3.81µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-55°C ~ 105°C"
"http://www.mill-max.com/assets/pdfs/143.PDF","http://media.digikey.com/photos/Mill-Max%20Mfg%20Photos/940-44-032-17-400000.jpg","ED90014-ND","940-44-032-17-400000","Mill-Max Manufacturing Corp.","CONN SOCKET PLCC 32POS TIN",2326,0,"1.43340",50,1,"Tube","940","PLCC","32 (2 x 7, 2 x 9)","0.050"" (1.27mm)","Tin","150µin (3.81µm)","Beryllium Copper","Surface Mount","Closed Frame","Solder","0.050"" (1.27mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://assmann.us/specs/AR-xx-x_x.pdf","http://media.digikey.com/photos/Assmann%20Photos/AR28-HZL-TT-R.jpg","AE10017-ND","AR-28-HZL-TT","Assmann WSW Components","CONN IC DIP SOCKET 28POS TIN",6236,0,"1.79040",50,1,"Tube","-","DIP, 0.6"" (15.24mm) Row Spacing","28 (2 x 14)","0.100"" (2.54mm)","Tin","-","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Thermoplastic, Polyester","-40°C ~ 105°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/photos/Mill-Max%20Mfg%20Photos/110-13-308-41-001000.jpg","ED56083-ND","110-13-308-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 8POS GOLD",3191,0,"1.55300",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","8 (2 x 4)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Gold","10µin (0.25µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtMx&EoX&yEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/8444-21B1-RK-TP.jpg","3M4421B1-ND","8444-21B1-RK-TP","3M","CONN SOCKET PLCC 44POS TIN",3419,0,"1.93820",50,1,"Tube","8400","PLCC","44 (4 x 11)","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Copper Alloy","Surface Mount","Closed Frame","Solder","0.050"" (1.27mm)","Tin","160µin (4.06µm)","Copper Alloy","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/110-41-316-41-001000.jpg","ED90034-ND","110-43-316-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 16POS GOLD",3828,0,"1.72020",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","16 (2 x 8)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/110-41-328-41-001000.jpg","ED90054-ND","110-44-328-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 28POS TIN",3582,0,"1.74060",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","28 (2 x 14)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/photos/Mill-Max%20Mfg%20Photos/110-44-424-41-001000.jpg","ED90055-ND","110-44-424-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 24POS TIN",1213,0,"1.65740",50,1,"Tube","110","DIP, 0.4"" (10.16mm) Row Spacing","24 (2 x 12)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/110-001DIP314.JPG","ED90033-ND","110-43-314-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 14POS GOLD",3291,0,"1.67240",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","14 (2 x 7)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.mill-max.com/assets/pdfs/143.PDF","http://media.digikey.com/photos/Mill-Max%20Mfg%20Photos/940-44-044-17-400000.jpg","ED90015-ND","940-44-044-17-400000","Mill-Max Manufacturing Corp.","CONN SOCKET PLCC 44POS TIN",5036,0,"1.71720",50,1,"Tube","940","PLCC","44 (4 x 11)","0.050"" (1.27mm)","Tin","150µin (3.81µm)","Beryllium Copper","Surface Mount","Closed Frame","Solder","0.050"" (1.27mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://media.digikey.com/pdf/Data%20Sheets/Aries%20Electronics%20PDFs/518_Series.pdf","http://media.digikey.com/photos/Aries/16-3518-10.jpg","A402AE-ND","16-3518-10","Aries Electronics","CONN IC DIP SOCKET 16POS GOLD",1778,0,"2.01600",50,1,"Bulk","518","DIP, 0.3"" (7.62mm) Row Spacing","16 (2 x 8)","0.100"" (2.54mm)","Gold","10µin (0.25µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass","Polyamide (PA46), Nylon 4/6, Glass Filled","-"
"http://media.digikey.com/pdf/Data%20Sheets/Aries%20Electronics%20PDFs/518_Series.pdf","http://media.digikey.com/photos/Aries/14-3518-10.jpg","A401-ND","14-3518-10","Aries Electronics","CONN IC DIP SOCKET 14POS GOLD",2534,0,"1.93000",50,1,"Bulk","518","DIP, 0.3"" (7.62mm) Row Spacing","14 (2 x 7)","0.100"" (2.54mm)","Gold","10µin (0.25µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass","Polyamide (PA46), Nylon 4/6, Glass Filled","-"
"http://www.mill-max.com/assets/pdfs/144.PDF","http://media.digikey.com/photos/Mill-Max%20Mfg%20Photos/940-44-044-24-000000.jpg","ED90008-ND","940-44-044-24-000000","Mill-Max Manufacturing Corp.","CONN SOCKET PLCC 44POS TIN",3580,0,"1.76580",50,1,"Tube","940","PLCC","44 (4 x 11)","0.100"" (2.54mm)","Tin","150µin (3.81µm)","Beryllium Copper","Through Hole","Closed Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
"http://www.mill-max.com/assets/pdfs/090.PDF","http://media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/110-001DIP318.JPG","ED90035-ND","110-43-318-41-001000","Mill-Max Manufacturing Corp.","CONN IC DIP SOCKET 18POS GOLD",4696,0,"1.93520",50,1,"Tube","110","DIP, 0.3"" (7.62mm) Row Spacing","18 (2 x 9)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Brass Alloy","Polycyclohexylenedimethylene Terephthalate (PCT), Polyester","-55°C ~ 125°C"
