"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Packaging","Series","Type","Number of Positions or Pins (Grid)","Pitch - Mating","Contact Finish - Mating","Contact Finish Thickness - Mating","Contact Material - Mating","Mounting Type","Features","Termination","Pitch - Post","Contact Finish - Post","Contact Finish Thickness - Post","Contact Material - Post","Housing Material","Operating Temperature"
"http://www.arieselec.com/products/data/10001-universal-dip-zif-test-socket.pdf","http://media.digikey.com/photos/Aries/48-6554-10.jpg","A308-ND","48-6554-10","Aries Electronics","CONN IC DIP SOCKET ZIF 48POS TIN",432,0,"19.87600",50,1,"Bulk","55","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","48 (2 x 24)","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Through Hole","Closed Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Polyphenylene Sulfide (PPS), Glass Filled","-"
"http://www.arieselec.com/products/data/10001-universal-dip-zif-test-socket.pdf","http://media.digikey.com/photos/Aries/40-6554-10.jpg","A306-ND","40-6554-10","Aries Electronics","CONN IC DIP SOCKET ZIF 40POS TIN",255,0,"19.05000",50,1,"Bulk","55","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","40 (2 x 20)","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Through Hole","Closed Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Polyphenylene Sulfide (PPS), Glass Filled","-"
"http://www.arieselec.com/products/data/10001-universal-dip-zif-test-socket.pdf","http://media.digikey.com/photos/Aries/28-6554-11.jpg","A303-ND","28-6554-11","Aries Electronics","CONN IC DIP SOCKET ZIF 28POS GLD",620,0,"20.94400",50,1,"Bulk","55","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","28 (2 x 14)","0.100"" (2.54mm)","Gold","-","Beryllium Copper","Through Hole","Closed Frame","Solder","0.100"" (2.54mm)","Gold","-","Beryllium Copper","Polyphenylene Sulfide (PPS), Glass Filled","-"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtm8&yNxTaEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/220-3342-00-0602J.jpg","3M2002-ND","220-3342-00-0602J","3M","CONN IC DIP SOCKET ZIF 20POS GLD",236,0,"22.23720",50,1,"Bulk","Textool™","DIP, ZIF (ZIP), 0.3"" (7.62mm) Row Spacing","20 (2 x 10)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Connector","Closed Frame","Press-Fit","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtm8&yNxTaEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/224-1275-00-0602J.jpg","3M2402-ND","224-1275-00-0602J","3M","CONN IC DIP SOCKET ZIF 24POS GLD",396,0,"22.44020",50,1,"Bulk","Textool™","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","24 (2 x 12)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Connector","Closed Frame","Press-Fit","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtm8&yNxTaEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/216-3340-00-0602J.jpg","3M1602-ND","216-3340-00-0602J","3M","CONN IC DIP SOCKET ZIF 16POS GLD",896,0,"22.51640",50,1,"Bulk","Textool™","DIP, ZIF (ZIP), 0.3"" (7.62mm) Row Spacing","16 (2 x 8)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Connector","Closed Frame","Press-Fit","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtm8&yNxTaEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/228-1277-00-0602J.jpg","3M2802-ND","228-1277-00-0602J","3M","CONN IC DIP SOCKET ZIF 28POS GLD",591,0,"22.62240",50,1,"Bulk","Textool™","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","28 (2 x 14)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Connector","Closed Frame","Press-Fit","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtm8&yNxTaEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/232-1285-00-0602J.jpg","3M5076-ND","232-1285-00-0602J","3M","CONN IC DIP SOCKET ZIF 32POS GLD",199,0,"22.64480",50,1,"Bulk","Textool™","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","32 (2 x 16)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Connector","Closed Frame","Press-Fit","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtm8&yNxTaEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/218-3341-00-0602J.jpg","3M1802-ND","218-3341-00-0602J","3M","CONN IC DIP SOCKET ZIF 18POS GLD",315,0,"23.22720",50,1,"Bulk","Textool™","DIP, ZIF (ZIP), 0.3"" (7.62mm) Row Spacing","18 (2 x 9)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Connector","Closed Frame","Press-Fit","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://www.arieselec.com/products/data/10001-universal-dip-zif-test-socket.pdf","http://media.digikey.com/photos/Aries/48-6554-11.jpg","A309-ND","48-6554-11","Aries Electronics","CONN IC DIP SOCKET ZIF 48POS GLD",988,0,"29.18360",50,1,"Bulk","55","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","48 (2 x 24)","0.100"" (2.54mm)","Gold","-","Beryllium Copper","Through Hole","Closed Frame","Solder","0.100"" (2.54mm)","Gold","-","Beryllium Copper","Polyphenylene Sulfide (PPS), Glass Filled","-"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtm8&yNxTaEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/240-1280-00-0602J.jpg","3M4002-ND","240-1280-00-0602J","3M","CONN IC DIP SOCKET ZIF 40POS GLD",621,0,"25.53420",50,1,"Bulk","Textool™","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","40 (2 x 20)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Connector","Closed Frame","Press-Fit","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTt58&c4Xs6EVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/224-1286-00-0602J.jpg","3M2406-ND","224-1286-00-0602J","3M","CONN IC DIP SOCKET ZIF 24POS GLD",360,0,"26.36300",50,1,"Bulk","Textool™","DIP, ZIF (ZIP), 0.6"" (15.24mm) Row Spacing","24 (2 x 12)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Connector","Closed Frame","Press-Fit","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTt5xTyOXF6EVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/214-7390-55-1902.jpg","3M5055-ND","214-7390-55-1902","3M","CONN SOCKET SOIC 14POS GOLD",232,0,"30.19300",50,1,"Bulk","Textool™","SOIC","14 (2 x 7)","-","Gold","-","Beryllium Copper","Through Hole","Closed Frame","Solder","-","Gold","30µin (0.76µm)","Beryllium Copper","Polyethersulfone (PES), Glass Filled","-55°C ~ 150°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTt5xTyOXF6EVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/216-7224-55-1902.JPG","3M5077-ND","216-7224-55-1902","3M","CONN SOCKET SOIC 16POS GOLD",465,0,"32.97040",50,1,"Bulk","Textool™","SOIC","16 (2 x 8)","-","Gold","-","Beryllium Copper","Through Hole","Closed Frame","Solder","-","Gold","30µin (0.76µm)","Beryllium Copper","Polyethersulfone (PES), Glass Filled","-55°C ~ 150°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTt5xTyOXF6EVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/216-7383-55-1902.jpg","3M5078-ND","216-7383-55-1902","3M","CONN SOCKET SOIC 16POS GOLD",368,0,"32.99280",50,1,"Bulk","Textool™","SOIC","16 (2 x 8)","-","Gold","-","Beryllium Copper","Through Hole","Closed Frame","Solder","-","Gold","30µin (0.76µm)","Beryllium Copper","Polyethersulfone (PES), Glass Filled","-55°C ~ 150°C"
"http://www.apexanalog.com/resources/mechdrawings/ms03.pdf","http://media.digikey.com/Photos/Cirrus%20Logic%20Photos/MS03.jpg","598-1384-ND","MS03","Apex Microtechnology","CONN TRANSIST TO-3 8POS GOLD",858,0,"35.78960",50,1,"Bulk","Apex Precision Power®","Transistor, TO-3","8 (Oval)","-","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","Closed Frame","Solder","-","Tin","200µin (5.08µm)","Brass","Polyester, Glass Filled","-"
"http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=821949&DocType=Customer+Drawing&DocLang=English","http://media.digikey.com/photos/Tyco%20Photos/2-821949-4.JPG","A35065-ND","2-821949-4","TE Connectivity AMP Connectors","CONN SOCKET PQFP 100POS TIN-LEAD",460,0,"37.15900",50,1,"Tube","-","QFP","100 (4 x 25)","0.050"" (1.27mm)","Tin-Lead","200µin (5.08µm)","Phosphor Bronze","Through Hole","Closed Frame","Solder","0.050"" (1.27mm)","Tin-Lead","200µin (5.08µm)","Phosphor Bronze","Liquid Crystal Polymer (LCP)","-"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtm8&XNXM_EVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/220-2600-00-0602.jpg","3M5062-ND","220-2600-00-0602","3M","CONN SOCKET SIP ZIF 20POS GOLD",152,0,"45.53600",50,1,"Bulk","Textool™","SIP, ZIF (ZIP)","20 (1 x 20)","0.100"" (2.54mm)","Gold","-","Beryllium Copper","Through Hole","-","Solder","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polysulfone (PSU), Glass Filled","-55°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtlX&cMXMXEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/200-6310-9UN-1900.JPG","3M5066-ND","200-6310-9UN-1900","3M","CONN SOCKET PGA ZIF 100POS GOLD",256,0,"50.73240",50,1,"Bulk","Textool™","PGA, ZIF (ZIP)","100 (10 x 10)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","-","Solder","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polyethersulfone (PES)","-55°C ~ 150°C"
"http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=821949&DocType=Customer+Drawing&DocLang=English","http://media.digikey.com/photos/Tyco%20Amp%20Photos/2-821949-5.jpg","A32368-ND","2-821949-5","TE Connectivity AMP Connectors","CONN SOCKET PQFP 132POS TIN-LEAD",1227,0,"53.47240",50,1,"Tube","-","QFP","132 (4 x 33)","0.050"" (1.27mm)","Tin-Lead","200µin (5.08µm)","Phosphor Bronze","Through Hole","Closed Frame","Solder","0.050"" (1.27mm)","Tin-Lead","200µin (5.08µm)","Phosphor Bronze","Liquid Crystal Polymer (LCP)","-"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtlX&cMXMXEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/200-6313-9UN-1900.JPG","3M5068-ND","200-6313-9UN-1900","3M","CONN SOCKET PGA ZIF 169POS GOLD",112,0,"54.71420",50,1,"Bulk","Textool™","PGA, ZIF (ZIP)","169 (13 x 13)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","-","Solder","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polyethersulfone (PES)","-55°C ~ 150°C"
"http://www.arieselec.com/products/data/10004-pga-zif-test-and-burn-in-socket.pdf","http://media.digikey.com/photos/Aries/169-PRS13001-12.jpg","A314-ND","169-PRS13001-12","Aries Electronics","CONN SOCKET PGA ZIF GOLD",103,0,"85.47120",50,1,"Bulk","PRS","PGA, ZIF (ZIP)","-","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","Closed Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Polyphenylene Sulfide (PPS)","-65°C ~ 125°C"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtlX&cMXMXEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/200-6315-9UN-1900.JPG","3M5069-ND","200-6315-9UN-1900","3M","CONN SOCKET PGA ZIF 225POS GOLD",114,0,"85.89280",50,1,"Bulk","Textool™","PGA, ZIF (ZIP)","225 (15 x 15)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","-","Solder","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polyethersulfone (PES)","-55°C ~ 150°C"
"http://multimedia.3m.com/mws/mediawebserver?mwsId=SSSSSu7zK1fslxtUoYt958_eev7qe17zHvTSevTSeSSSSSS--&fn=CD2473.pdf","http://media.digikey.com/Photos/3M%20Photos/MFG_Textool.jpg","3M10840-ND","248-5205-01","3M","CONN SOCKET QFN 48POS GOLD",40,0,"112.24300",50,1,"Bulk","Textool™","QFN","48 (4 x 12)","0.020"" (0.50mm)","Gold","-","Beryllium Copper","Through Hole","Closed Frame","Solder","-","Gold","-","Beryllium Copper","Polyethersulfone (PES)","-"
"http://multimedia.3m.com/mws/mediawebserver?mwsId=SSSSSu7zK1fslxtUoYt958_Zev7qe17zHvTSevTSeSSSSSS--&fn=CD2475.pdf","http://media.digikey.com/Photos/3M%20Photos/MFG_Textool.jpg","3M10833-ND","264-5205-01","3M","CONN SOCKET QFN 64POS GOLD",64,0,"125.88360",50,1,"Bulk","Textool™","QFN","64 (4 x 16)","0.020"" (0.50mm)","Gold","-","Beryllium Copper","Through Hole","Open Frame","Solder","0.020"" (0.50mm)","Gold","-","Beryllium Copper","Polyethersulfone (PES)","-"
"http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtlX&cMXMXEVuQEcuZgVs6EVs6E666666--","http://media.digikey.com/photos/3M%20Photos/200-6325-9UN-1900.JPG","3M5073-ND","200-6325-9UN-1900","3M","CONN SOCKET PGA ZIF 625POS GOLD",36,0,"131.46980",50,1,"Bulk","Textool™","PGA, ZIF (ZIP)","625 (25 x 25)","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","-","Solder","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Polyethersulfone (PES)","-55°C ~ 150°C"
"http://www.arieselec.com/products/data/10004-pga-zif-test-and-burn-in-socket.pdf","http://media.digikey.com/photos/Aries/441-PRS21001-12.jpg","A318-ND","441-PRS21001-12","Aries Electronics","CONN SOCKET PGA ZIF GOLD",29,0,"149.20040",50,1,"Bulk","PRS","PGA, ZIF (ZIP)","-","0.100"" (2.54mm)","Gold","30µin (0.76µm)","Beryllium Copper","Through Hole","Closed Frame","Solder","0.100"" (2.54mm)","Tin","200µin (5.08µm)","Beryllium Copper","Polyphenylene Sulfide (PPS)","-65°C ~ 125°C"
"http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2199298&DocType=Customer+Drawing&DocLang=English","http://media.digikey.com/Photos/TE%20Connectivity/1-2199298-1.jpg","A120346-ND","1-2199298-1","TE Connectivity AMP Connectors","6P,DIP SKT,300 CL,LDR,PB FREE",9793,0,"0.14900",50,1,"","*","","","","","","","","","","","","","","",""
"http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2199298&DocType=Customer+Drawing&DocLang=English","http://media.digikey.com/Photos/TE%20Connectivity/1-2199298-4.jpg","A120349-ND","1-2199298-4","TE Connectivity AMP Connectors","16P,DIP SKT,300 CL,LDR,PB FREE",4009,0,"0.16400",50,1,"","*","","","","","","","","","","","","","","",""
"http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2199298&DocType=Customer+Drawing&DocLang=English","http://media.digikey.com/Photos/TE%20Connectivity/1-2199298-3.jpg","A120348-ND","1-2199298-3","TE Connectivity AMP Connectors","14P,DIP SKT,300 CL,LDR,PB FREE",20733,0,"0.17900",50,1,"","*","","","","","","","","","","","","","","",""
"http://media.digikey.com/pdf/Data%20Sheets/On%20Shore%20PDFs/EDXXXDT_Dwg.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/ED08DT.JPG","ED3044-5-ND","ED08DT","On Shore Technology Inc.","CONN IC DIP SOCKET 8POS TIN",10103,0,"0.16720",50,1,"Tube","ED","DIP, 0.3"" (7.62mm) Row Spacing","8 (2 x 4)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-55°C ~ 110°C"
"http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2199298&DocType=Customer+Drawing&DocLang=English","http://media.digikey.com/Photos/TE%20Connectivity/1-2199298-5.JPG","A120350-ND","1-2199298-5","TE Connectivity AMP Connectors","18P,DIP SKT,300 CL,LDR,PB FREE",12426,0,"0.22400",50,1,"","*","","","","","","","","","","","","","","",""
"http://media.digikey.com/pdf/Data%20Sheets/On%20Shore%20PDFs/EDXXXDT_Dwg.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/ED14DT.JPG","ED3045-5-ND","ED14DT","On Shore Technology Inc.","CONN IC DIP SOCKET 14POS TIN",16948,0,"0.19240",50,1,"Tube","ED","DIP, 0.3"" (7.62mm) Row Spacing","14 (2 x 7)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-55°C ~ 110°C"
"http://portal.fciconnect.com/Comergent//fci/drawing/10052485.pdf","http://media.digikey.com/Photos/FCI%20Photos/DILB8P-223TLF.JPG","609-4717-ND","DILB8P-223TLF","FCI","CONN IC DIP SOCKET 8POS TIN",23987,0,"0.16660",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","8 (2 x 4)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Copper Alloy","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Copper Alloy","Polyamide (PA), Nylon","-55°C ~ 105°C"
"http://media.digikey.com/pdf/Data%20Sheets/On%20Shore%20PDFs/EDXXXDT_Dwg.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/ED16DT.JPG","ED3046-5-ND","ED16DT","On Shore Technology Inc.","CONN IC DIP SOCKET 16POS TIN",10227,0,"0.19660",50,1,"Tube","ED","DIP, 0.3"" (7.62mm) Row Spacing","16 (2 x 8)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-55°C ~ 110°C"
"http://www.assmann.us/specs/Axx-LC-TR.pdf","http://media.digikey.com/photos/Assmann%20Photos/A08-LC-TR-R.jpg","AE9988-ND","A08-LC-TR","Assmann WSW Components","CONN IC DIP SOCKET 8POS TIN",16435,0,"0.20900",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","8 (2 x 4)","0.100"" (2.54mm)","Tin","-","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","-","Phosphor Bronze","Polybutylene Terephthalate (PBT)","-55°C ~ 85°C"
"http://cnctech.us/pdfs/243-08-1-03.pdf","http://media.digikey.com/Photos/CnC%20Tech/MFG_243-08-1-03.jpg","1175-1475-ND","243-08-1-03","CNC Tech","CONN IC DIP SOCKET 8POS TIN",8708,0,"0.20900",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","8 (2 x 4)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://media.digikey.com/pdf/Data%20Sheets/On%20Shore%20PDFs/EDXXXDT_Dwg.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/ED18DT.JPG","ED3047-5-ND","ED18DT","On Shore Technology Inc.","CONN IC DIP SOCKET 18POS TIN",5295,0,"0.22580",50,1,"Tube","ED","DIP, 0.3"" (7.62mm) Row Spacing","18 (2 x 9)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-55°C ~ 110°C"
"http://cnctech.us/pdfs/243-16-1-03.pdf","http://media.digikey.com/Photos/CnC%20Tech/MFG_243-16-1-03.jpg","1175-1477-ND","243-16-1-03","CNC Tech","CONN IC DIP SOCKET 16POS TIN",15749,0,"0.25080",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","16 (2 x 8)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://www.assmann.us/specs/Axx-LC-TT.pdf","http://media.digikey.com/photos/Assmann%20Photos/A06-LC-TT-R.jpg","AE1485-ND","A06-LC-TT","Assmann WSW Components","CONN IC DIP SOCKET 6POS TIN",11225,0,"0.25500",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","6 (2 x 3)","0.100"" (2.54mm)","Tin","-","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","-","Phosphor Bronze","Polybutylene Terephthalate (PBT)","-55°C ~ 85°C"
"http://cnctech.us/pdfs/245-08-1-03.pdf","http://media.digikey.com/Photos/CnC%20Tech/MFG_245-08-1-03.jpg","1175-1486-ND","245-08-1-03","CNC Tech","CONN IC DIP SOCKET 8POS TIN",9926,0,"0.25080",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","8 (2 x 4)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole, Kinked Pin","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://media.digikey.com/pdf/Data%20Sheets/On%20Shore%20PDFs/EDXXXDT_Dwg.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/ED06DT.JPG","ED3043-5-ND","ED06DT","On Shore Technology Inc.","CONN IC DIP SOCKET 6POS TIN",3493,0,"0.24660",50,1,"Tube","ED","DIP, 0.3"" (7.62mm) Row Spacing","6 (2 x 3)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-55°C ~ 110°C"
"http://cnctech.us/pdfs/243-14-1-03.pdf","http://media.digikey.com/Photos/CnC%20Tech/MFG_243-14-1-03.jpg","1175-1476-ND","243-14-1-03","CNC Tech","CONN IC DIP SOCKET 14POS TIN",2767,0,"0.25080",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","14 (2 x 7)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
"http://portal.fciconnect.com/Comergent//fci/drawing/10052485.pdf","http://media.digikey.com/Photos/FCI%20Photos/DILB14P-223TLF.JPG","609-4712-ND","DILB14P-223TLF","FCI","CONN IC DIP SOCKET 14POS TIN",2105,0,"0.26160",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","14 (2 x 7)","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Copper Alloy","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","100µin (2.54µm)","Copper Alloy","Polyamide (PA), Nylon","-55°C ~ 105°C"
"http://media.digikey.com/pdf/Data%20Sheets/On%20Shore%20PDFs/EDXXXDT_Dwg.pdf","http://media.digikey.com/Photos/On%20Shore%20Technology%20Photos/ED20DT.JPG","ED3054-5-ND","ED20DT","On Shore Technology Inc.","CONN IC DIP SOCKET 20POS TIN",5950,0,"0.26760",50,1,"Tube","ED","DIP, 0.3"" (7.62mm) Row Spacing","20 (2 x 10)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-55°C ~ 110°C"
"http://cnctech.us/pdfs/243-18-1-03.pdf","http://media.digikey.com/Photos/CnC%20Tech/MFG_243-18-1-03.jpg","1175-1478-ND","243-18-1-03","CNC Tech","CONN IC DIP SOCKET 18POS TIN",4070,0,"0.26660",50,1,"Tube","-","DIP, 0.3"" (7.62mm) Row Spacing","18 (2 x 9)","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Through Hole","Open Frame","Solder","0.100"" (2.54mm)","Tin","60µin (1.52µm)","Phosphor Bronze","Polybutylene Terephthalate (PBT), Glass Filled","-40°C ~ 105°C"
