"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Packaging","Series","Color","CCT (K)","Flux @ 85°C, Current - Test","Flux @ 25°C, Current - Test","Current - Test","Voltage - Forward (Vf) (Typ)","Lumens/Watt @ Current - Test","CRI (Color Rendering Index)","Current - Max","Viewing Angle","Mounting Type","Package / Case"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMCE.pdf","http://media.digikey.com/Photos/Cree%20Photos/MCE4WT-A2-0000-000M01.JPG","MCE4WT-A2-0000-000M01CT-ND","MCE4WT-A2-0000-000M01","Cree Inc.","LED XLAMP COOL WHITE 8SMD",776,0,"21.91160",2000,1,"Cut Tape (CT)","XLamp® MC-E","White, Cool","5000K ~ 10000K","-","460 lm (430 lm ~ 490 lm)","4 x 350mA","3.1V","106 lm/W","-","4 x 700mA","110°","Surface Mount","8-SMD, Gull Wing Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMCE.pdf","http://media.digikey.com/Photos/Cree%20Photos/MCE4WT-A2-0000-000M01.JPG","MCE4WT-A2-0000-000M01DKR-ND","MCE4WT-A2-0000-000M01","Cree Inc.","LED XLAMP COOL WHITE 8SMD",776,0,"Calculate",2000,1,"Digi-Reel®","XLamp® MC-E","White, Cool","5000K ~ 10000K","-","460 lm (430 lm ~ 490 lm)","4 x 350mA","3.1V","106 lm/W","-","4 x 700mA","110°","Surface Mount","8-SMD, Gull Wing Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/ds%20XHP70.pdf","http://media.digikey.com/Photos/Cree%20Photos/XHP70.jpg","XHP70A-01-0000-0D0BN20E1TR-ND","XHP70A-01-0000-0D0BN20E1","Cree Inc.","LED XLAMP COOL WHITE 6500K 2SMD",300,0,"12.16982",2000,100,"Tape & Reel (TR)","Xlamp® XHP70","White, Cool","6500K","1650 lm (1590 lm ~ 1710 lm)","-","1.05A","12V","131 lm/W","70","2.4A","120°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/ds%20XHP70.pdf","http://media.digikey.com/Photos/Cree%20Photos/XHP70.jpg","XHP70A-01-0000-0D0BN20E1CT-ND","XHP70A-01-0000-0D0BN20E1","Cree Inc.","LED XLAMP COOL WHITE 6500K 2SMD",341,0,"21.89660",2000,1,"Cut Tape (CT)","Xlamp® XHP70","White, Cool","6500K","1650 lm (1590 lm ~ 1710 lm)","-","1.05A","12V","131 lm/W","70","2.4A","120°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/ds%20XHP70.pdf","http://media.digikey.com/Photos/Cree%20Photos/XHP70.jpg","XHP70A-01-0000-0D0BN20E1DKR-ND","XHP70A-01-0000-0D0BN20E1","Cree Inc.","LED XLAMP COOL WHITE 6500K 2SMD",341,0,"Calculate",2000,1,"Digi-Reel®","Xlamp® XHP70","White, Cool","6500K","1650 lm (1590 lm ~ 1710 lm)","-","1.05A","12V","131 lm/W","70","2.4A","120°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.luminus.com/products/PDS-002326%20Mid%20Power%202016%20Rev6.pdf","http://media.digikey.com/Renders/Luminus%20Devices%20Renders/0806%20(2016%20Metric).jpg","1214-1211-1-ND","MP-2016-1100-30-80","Luminus Devices Inc.","LED XNOVA WARM WHITE 3000K 0806",68124,0,"0.12556",2000,1,"Cut Tape (CT)","MP-2016","White, Warm","3000K (Typ)","-","22 lm (Typ)","60mA","3V","122 lm/W","80","120mA","110°","Surface Mount","0806 (2016 Metric)"
"http://www.luminus.com/products/PDS-002326%20Mid%20Power%202016%20Rev6.pdf","http://media.digikey.com/Renders/Luminus%20Devices%20Renders/0806%20(2016%20Metric).jpg","1214-1211-6-ND","MP-2016-1100-30-80","Luminus Devices Inc.","LED XNOVA WARM WHITE 3000K 0806",68124,0,"Calculate",2000,1,"Digi-Reel®","MP-2016","White, Warm","3000K (Typ)","-","22 lm (Typ)","60mA","3V","122 lm/W","80","120mA","110°","Surface Mount","0806 (2016 Metric)"
"http://www.luminus.com/products/PDS-002326%20Mid%20Power%202016%20Rev6.pdf","http://media.digikey.com/Renders/Luminus%20Devices%20Renders/0806%20(2016%20Metric).jpg","1214-1209-1-ND","MP-2016-1100-50-70","Luminus Devices Inc.","LED XNOVA COOL WHITE 5000K 0806",12501,0,"0.12556",2000,1,"Cut Tape (CT)","MP-2016","White, Cool","5000K (Typ)","-","27 lm (Typ)","60mA","3V","150 lm/W","70","120mA","110°","Surface Mount","0806 (2016 Metric)"
"http://www.luminus.com/products/PDS-002326%20Mid%20Power%202016%20Rev6.pdf","http://media.digikey.com/Renders/Luminus%20Devices%20Renders/0806%20(2016%20Metric).jpg","1214-1209-6-ND","MP-2016-1100-50-70","Luminus Devices Inc.","LED XNOVA COOL WHITE 5000K 0806",12501,0,"Calculate",2000,1,"Digi-Reel®","MP-2016","White, Cool","5000K (Typ)","-","27 lm (Typ)","60mA","3V","150 lm/W","70","120mA","110°","Surface Mount","0806 (2016 Metric)"
"http://www.luminus.com/products/PDS-002326%20Mid%20Power%202016%20Rev6.pdf","http://media.digikey.com/Renders/Luminus%20Devices%20Renders/0806%20(2016%20Metric).jpg","1214-1212-1-ND","MP-2016-1100-40-80","Luminus Devices Inc.","LED XNOVA NEUTRAL WHT 4000K 0806",6050,0,"0.12556",2000,1,"Cut Tape (CT)","MP-2016","White, Neutral","4000K (Typ)","-","24 lm (Typ)","60mA","3V","133 lm/W","80","120mA","110°","Surface Mount","0806 (2016 Metric)"
"http://www.luminus.com/products/PDS-002326%20Mid%20Power%202016%20Rev6.pdf","http://media.digikey.com/Renders/Luminus%20Devices%20Renders/0806%20(2016%20Metric).jpg","1214-1212-6-ND","MP-2016-1100-40-80","Luminus Devices Inc.","LED XNOVA NEUTRAL WHT 4000K 0806",6050,0,"Calculate",2000,1,"Digi-Reel®","MP-2016","White, Neutral","4000K (Typ)","-","24 lm (Typ)","60mA","3V","133 lm/W","80","120mA","110°","Surface Mount","0806 (2016 Metric)"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1219-1-ND","L130-4080001400001","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",17123,0,"0.13899",2000,1,"Cut Tape (CT)","LUXEON 3014","White, Neutral","4000K","-","23 lm (Typ)","60mA","3.1V","124 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1219-6-ND","L130-4080001400001","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",17123,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3014","White, Neutral","4000K","-","23 lm (Typ)","60mA","3.1V","124 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1218-1-ND","L130-3580001400001","Lumileds","LED LUXEON WARM WHITE 3500K 2SMD",13475,0,"0.13899",2000,1,"Cut Tape (CT)","LUXEON 3014","White, Warm","3500K","-","21 lm (Typ)","60mA","3.1V","113 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1218-6-ND","L130-3580001400001","Lumileds","LED LUXEON WARM WHITE 3500K 2SMD",13475,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3014","White, Warm","3500K","-","21 lm (Typ)","60mA","3.1V","113 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1221-1-ND","L130-5780001400001","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",13955,0,"0.13899",2000,1,"Cut Tape (CT)","LUXEON 3014","White, Cool","5700K","-","24 lm (Typ)","60mA","3.1V","129 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1221-6-ND","L130-5780001400001","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",13955,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3014","White, Cool","5700K","-","24 lm (Typ)","60mA","3.1V","129 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1216-1-ND","L130-2780001400001","Lumileds","LED LUXEON WARM WHITE 2700K 2SMD",7441,0,"0.13899",2000,1,"Cut Tape (CT)","LUXEON 3014","White, Warm","2700K","-","21 lm (Typ)","60mA","3.1V","113 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1216-6-ND","L130-2780001400001","Lumileds","LED LUXEON WARM WHITE 2700K 2SMD",7441,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3014","White, Warm","2700K","-","21 lm (Typ)","60mA","3.1V","113 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1217-1-ND","L130-3080001400001","Lumileds","LED LUXEON WARM WHITE 3000K 2SMD",4698,0,"0.13899",2000,1,"Cut Tape (CT)","LUXEON 3014","White, Warm","3000K","-","21 lm (Typ)","60mA","3.1V","113 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/459/DS208-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3014.jpg","1416-1217-6-ND","L130-3080001400001","Lumileds","LED LUXEON WARM WHITE 3000K 2SMD",4698,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3014","White, Warm","3000K","-","21 lm (Typ)","60mA","3.1V","113 lm/W","80","100mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1030-1-ND","SPMWHT541MD5WAT0S3","Samsung Semiconductor, Inc.","LED LM561B NEU WHITE 4000K 4SMD",51319,0,"0.18134",2000,1,"Cut Tape (CT)","LM561B","White, Neutral","4000K","-","31 lm (30 lm ~ 32 lm)","65mA","2.95V","162 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1030-6-ND","SPMWHT541MD5WAT0S3","Samsung Semiconductor, Inc.","LED LM561B NEU WHITE 4000K 4SMD",51319,0,"Calculate",2000,1,"Digi-Reel®","LM561B","White, Neutral","4000K","-","31 lm (30 lm ~ 32 lm)","65mA","2.95V","162 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://optoelectronics.liteon.com/upload/media/light/Datasheet/LTW-5630AZL%20Series%20Data%20Sheet_20140606.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2095-1-ND","LTW-5630AZL50","Lite-On Inc.","LED AZL COOL WHITE 5000K 4SMD",11664,0,"0.19030",2000,1,"Cut Tape (CT)","AZL","White, Cool","5000K","-","55 lm (46 lm ~ 64 lm)","120mA","3.13V","146 lm/W","80","200mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://optoelectronics.liteon.com/upload/media/light/Datasheet/LTW-5630AZL%20Series%20Data%20Sheet_20140606.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2095-6-ND","LTW-5630AZL50","Lite-On Inc.","LED AZL COOL WHITE 5000K 4SMD",11664,0,"Calculate",2000,1,"Digi-Reel®","AZL","White, Cool","5000K","-","55 lm (46 lm ~ 64 lm)","120mA","3.13V","146 lm/W","80","200mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://optoelectronics.liteon.com/upload/media/light/Datasheet/LTW-5630AZL%20Series%20Data%20Sheet_20140606.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2092-1-ND","LTW-5630AZL30","Lite-On Inc.","LED AZL WARM WHITE 3000K 4SMD",4502,0,"0.19030",2000,1,"Cut Tape (CT)","AZL","White, Warm","3000K","-","52 lm (43 lm ~ 61 lm)","120mA","3.13V","138 lm/W","80","200mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://optoelectronics.liteon.com/upload/media/light/Datasheet/LTW-5630AZL%20Series%20Data%20Sheet_20140606.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2092-6-ND","LTW-5630AZL30","Lite-On Inc.","LED AZL WARM WHITE 3000K 4SMD",4502,0,"Calculate",2000,1,"Digi-Reel®","AZL","White, Warm","3000K","-","52 lm (43 lm ~ 61 lm)","120mA","3.13V","138 lm/W","80","200mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.luminus.com/products/Luminus_MP3030_Datasheet.pdf","http://media.digikey.com/Photos/Luminus%20Devices%20Photo/Xnova%203030%20SERIES.jpg","1214-1221-1-ND","MP-3030-2200-50-70","Luminus Devices Inc.","LED XNOVA COOL WHITE 5000K 1212",13810,0,"0.28616",2000,1,"Cut Tape (CT)","MP-3030","White, Cool","5000K (Typ)","-","122 lm (Typ)","150mA","6V","136 lm/W","70","240mA","110°","Surface Mount","1212 (3030 Metric)"
"http://www.luminus.com/products/Luminus_MP3030_Datasheet.pdf","http://media.digikey.com/Photos/Luminus%20Devices%20Photo/Xnova%203030%20SERIES.jpg","1214-1221-6-ND","MP-3030-2200-50-70","Luminus Devices Inc.","LED XNOVA COOL WHITE 5000K 1212",13810,0,"Calculate",2000,1,"Digi-Reel®","MP-3030","White, Cool","5000K (Typ)","-","122 lm (Typ)","150mA","6V","136 lm/W","70","240mA","110°","Surface Mount","1212 (3030 Metric)"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1027-1-ND","SPMWHT541MD5WAVMS3","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 3000K 4SMD",45797,0,"0.19711",2000,1,"Cut Tape (CT)","LM561B","White, Warm","3000K","-","30 lm (29 lm ~ 31 lm)","65mA","2.95V","156 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1027-6-ND","SPMWHT541MD5WAVMS3","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 3000K 4SMD",45797,0,"Calculate",2000,1,"Digi-Reel®","LM561B","White, Warm","3000K","-","30 lm (29 lm ~ 31 lm)","65mA","2.95V","156 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1029-1-ND","SPMWHT541MD5WAUMS3","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 3500K 4SMD",36388,0,"0.19711",2000,1,"Cut Tape (CT)","LM561B","White, Warm","3500K","-","30 lm (29 lm ~ 31 lm)","65mA","2.95V","156 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1029-6-ND","SPMWHT541MD5WAUMS3","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 3500K 4SMD",36388,0,"Calculate",2000,1,"Digi-Reel®","LM561B","White, Warm","3500K","-","30 lm (29 lm ~ 31 lm)","65mA","2.95V","156 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1031-1-ND","SPMWHT541MD5WATMS3","Samsung Semiconductor, Inc.","LED LM561B NEU WHITE 4000K 4SMD",4610,0,"0.19711",2000,1,"Cut Tape (CT)","LM561B","White, Neutral","4000K","-","31 lm (30 lm ~ 32 lm)","65mA","2.95V","162 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1031-6-ND","SPMWHT541MD5WATMS3","Samsung Semiconductor, Inc.","LED LM561B NEU WHITE 4000K 4SMD",4610,0,"Calculate",2000,1,"Digi-Reel®","LM561B","White, Neutral","4000K","-","31 lm (30 lm ~ 32 lm)","65mA","2.95V","162 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTW-Z5630SZL65_VerA.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2063-2-ND","LTW-Z5630SZL65","Lite-On Inc.","LED COOL WHITE 6500K 80CRI 4SMD",2000,0,"0.14414",2000,1000,"Tape & Reel (TR)","-","White, Cool","6500K","-","41 lm (33 lm ~ 50 lm)","120mA","3.2V","107 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTW-Z5630SZL65_VerA.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2063-1-ND","LTW-Z5630SZL65","Lite-On Inc.","LED COOL WHITE 6500K 80CRI 4SMD",2226,0,"0.22712",2000,1,"Cut Tape (CT)","-","White, Cool","6500K","-","41 lm (33 lm ~ 50 lm)","120mA","3.2V","107 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTW-Z5630SZL65_VerA.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2063-6-ND","LTW-Z5630SZL65","Lite-On Inc.","LED COOL WHITE 6500K 80CRI 4SMD",2226,0,"Calculate",2000,1,"Digi-Reel®","-","White, Cool","6500K","-","41 lm (33 lm ~ 50 lm)","120mA","3.2V","107 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201402/Data_Sheet_LM561B_High_CRI_Rev.001.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1034-1-ND","SPMWHT541MD7WAW0S0","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 2700K 4SMD",153022,0,"0.21287",2000,1,"Cut Tape (CT)","LM561B","White, Warm","2700K","-","23 lm (20 lm ~ 26 lm)","65mA","2.95V","120 lm/W","90","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201402/Data_Sheet_LM561B_High_CRI_Rev.001.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1034-6-ND","SPMWHT541MD7WAW0S0","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 2700K 4SMD",153022,0,"Calculate",2000,1,"Digi-Reel®","LM561B","White, Warm","2700K","-","23 lm (20 lm ~ 26 lm)","65mA","2.95V","120 lm/W","90","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201402/Data_Sheet_LM561B_High_CRI_Rev.001.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1035-1-ND","SPMWHT541MD7WAWMS0","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 2700K 4SMD",8521,0,"0.19711",2000,1,"Cut Tape (CT)","LM561B","White, Warm","2700K","-","23 lm (20 lm ~ 26 lm)","65mA","2.95V","120 lm/W","90","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201402/Data_Sheet_LM561B_High_CRI_Rev.001.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1035-6-ND","SPMWHT541MD7WAWMS0","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 2700K 4SMD",8521,0,"Calculate",2000,1,"Digi-Reel®","LM561B","White, Warm","2700K","-","23 lm (20 lm ~ 26 lm)","65mA","2.95V","120 lm/W","90","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1208-1-ND","L130-6580002011001","Lumileds","LED LUXEON COOL WHITE 6500K 2SMD",27753,0,"0.21476",2000,1,"Cut Tape (CT)","LUXEON 3020","White, Cool","6500K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1208-6-ND","L130-6580002011001","Lumileds","LED LUXEON COOL WHITE 6500K 2SMD",27753,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3020","White, Cool","6500K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1336-1-ND","L130-3580002011001","Lumileds","LED LUXEON WARM WHITE 3500K 2SMD",26210,0,"0.21476",2000,1,"Cut Tape (CT)","LUXEON 3020","White, Warm","3500K","-","47 lm (Typ)","120mA","3.05V","128 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1336-6-ND","L130-3580002011001","Lumileds","LED LUXEON WARM WHITE 3500K 2SMD",26210,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3020","White, Warm","3500K","-","47 lm (Typ)","120mA","3.05V","128 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1204-1-ND","L130-2780002011001","Lumileds","LED LUXEON WARM WHITE 2700K 2SMD",12205,0,"0.21476",2000,1,"Cut Tape (CT)","LUXEON 3020","White, Warm","2700K","-","45 lm (Typ)","120mA","3.05V","123 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1204-6-ND","L130-2780002011001","Lumileds","LED LUXEON WARM WHITE 2700K 2SMD",12205,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3020","White, Warm","2700K","-","45 lm (Typ)","120mA","3.05V","123 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1207-1-ND","L130-5080002011001","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",12218,0,"0.21476",2000,1,"Cut Tape (CT)","LUXEON 3020","White, Cool","5000K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1207-6-ND","L130-5080002011001","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",12218,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3020","White, Cool","5000K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1206-1-ND","L130-4080002011001","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",5000,0,"0.21476",2000,1,"Cut Tape (CT)","LUXEON 3020","White, Neutral","4000K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1206-6-ND","L130-4080002011001","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",5000,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3020","White, Neutral","4000K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1096-1-ND","MXA8-PW50-0000","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",27345,0,"0.22543",2000,1,"Cut Tape (CT)","LUXEON 3535L","White, Cool","5000K","-","42 lm (Typ)","100mA","3.05V","138 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1096-6-ND","MXA8-PW50-0000","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",27345,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3535L","White, Cool","5000K","-","42 lm (Typ)","100mA","3.05V","138 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
